X2099 X2516 X147741 X3172 X7757 X55713 X57573 X282890 X7710 X147948 X2494 X3726 X7003 X80095 X7711 X90233 X7556 X79898 X284370 X4088 X55663 X59348 X80110 X284306 X7771 X126070 X7562 X9668 X147694 X27300 X80818 X79718 X10781 X9422 X7767 X148156 X7566 X7773 X92285 X148254 X148103 X10308 X22869 X339559 X7581 X7596 X55659 X147923 X7565 X6940 X9440 X905 X93134 X57209 X7752
TCGA-A8-A0AD 21.1091105958834 3 3 7.09012799942656 10.9570190125742 14.8622124942302 15.298615294443 15.350623902878 15.6396486563965 15.0657137386476 12.5265180367461 20.2920592113272 17.8444214739546 16.2979674213271 14.7574743369226 15.8175885464136 15.4170382456353 15.9526020771902 16.7804824200245 17.6948572677359 15.642366529025 16.6906349494058 15.8115763715865 13.9573736886158 15.7523678631649 16.8063230218388 15.3968816812613 15.6493256620244 16.5318967510611 17.4431401473597 18.3922442845962 18.3682713677017 16.8280614890591 16.4263852081024 14.9211577365755 15.8543094810812 16.4868753654819 14.4711802490026 15.2164095563837 14.7128630166105 15.2248598465432 16.0728160489991 16.02490899436 15.4819399334969 16.8670757905366 16.8450089403348 16.2271499622524 16.584134880939 15.9186888446674 16.2766946466798 16.1152558293751 17.0322099246288 17.2263209291389 14.7591397555955 14.9267670341948
TCGA-A2-A0YL 18.5482922659017 8.22593586310724 7.92129775424219 7.56877946564314 11.790147151184 14.5227831049638 14.8025724391179 15.3391640923637 15.3160449874963 15.0209433037309 14.135143163789 20.8800856872747 18.1132987448752 15.9530788764785 15.1240704536218 16.2835709540569 15.4955580435616 15.617242674288 16.3666137786556 17.9022474902245 15.798503898674 16.2389088000439 15.6987609450668 14.3623513607244 16.1759384226123 16.1694972568085 15.706215555589 15.9541801736385 16.4762318302331 16.6869681168948 18.6266741391562 19.1629633452595 17.4636381007181 16.5430972182084 15.2453730353984 16.2105921944362 15.9586269116892 14.835983019114 15.8453782063315 14.6442202911729 14.9207652594647 16.0246367688855 16.6565008564136 15.0482163858257 18.1872105617655 16.9601568282212 16.3375846629478 16.7139808037249 15.794118144647 16.9010665032478 16.322028805094 17.0229052503985 17.9238847850109 16.0000394900927 14.9684459930924
TCGA-A8-A09G 15.5036228831688 6.63454319060956 3 6.54721888388684 15.095765503715 13.906372972405 15.0755087566057 15.0392604501687 14.6168372942024 15.4239607568262 13.3767906595343 18.9479223711477 16.6521512746167 16.0657615383328 14.7001139695482 16.0684383329265 15.3102668628455 15.3035768091653 15.9240468727784 16.0941610273995 15.5203653506799 16.3995067213794 15.9707599822755 14.658178029231 15.2332101712756 16.3591553779341 16.6094824128122 16.0154380716417 16.4549882709582 16.7433452436423 18.2955409179968 19.2461751829297 17.2262017897703 17.1577413318666 15.0524411853079 15.5213303669059 15.7201359132629 14.4348034205586 15.4551687162497 13.6596686332661 14.6325691014746 16.2657783863121 16.1319868473139 14.8883130494841 18.0045457262245 16.5368952249903 16.1508959395387 16.8650634968313 15.646127956658 16.7263149159124 16.0433542908928 17.0180269756138 17.0088948775816 15.3191698891118 15.8587106640618
TCGA-A2-A25E 19.4697637128022 3 3 5.69872926503955 10.763904952223 16.2366187747767 12.4982887576091 11.5221782658012 13.0142981854023 12.3404323155032 12.6778323303463 20.1611693000023 17.4327386024954 15.2327782528365 14.4039292822622 14.5723120904219 16.5691180226184 15.505318747483 14.4952174081478 17.4880669606534 15.7005830560594 15.7265176855011 13.5639362176311 14.754875448346 15.03476547516 15.991131811043 15.8290724304853 15.4258697733487 16.3024981146296 17.2113291130873 17.7515519372016 18.4893159472198 17.3521051427719 16.0772406834399 15.0422210489464 15.8115582093382 16.4198831673195 14.0698610295686 15.7809166698797 14.1348971645428 14.7775229826507 15.4560093085721 15.6851844113274 15.9500374977488 17.4141218300976 16.1275984702234 15.3286039623121 16.0336245509549 14.9670860378547 16.0304989293648 15.5313694723713 17.1298383842281 17.3910055722026 15.4435841022712 15.0451957700216
TCGA-LL-A73Y 12.2186637519903 8.73746029519365 10.3121793837567 3 10.4683792354996 16.4371915466807 15.7758524449686 14.7430247059479 13.739781882466 15.0540633255314 13.8202703245494 22.3949776746418 17.3870519552436 15.8506319051473 15.7710819483051 15.9362660412128 15.7716184471532 15.7057279896665 16.2975514359831 17.1500750356663 15.3405607171485 16.6414769555607 16.2857137313137 14.5632527077422 16.4776577779558 16.0080461494634 16.1475285270562 16.3025374066871 16.7893903367044 16.9360162350197 17.3274742049316 18.3026794257507 18.2358989811738 16.7308650392223 16.4263394801433 16.3001794060677 15.8774656993042 15.6279978592772 17.220152137861 14.795570730154 15.65864877278 15.7141115067536 16.0678059231033 15.0804044425604 17.5521070849513 17.4226638900169 16.2807247268771 17.3222909013411 15.8820324698948 16.3750395473964 16.3001608787551 17.4935812411546 17.3296793661132 15.428507168953 15.1276406760668
TCGA-AR-A1AK 18.9545713116675 9.67520290304351 8.73691464322202 7.81077356271166 12.7085277327596 15.9748343258889 13.76827209095 14.9332029558909 13.2447253958722 14.5782990959608 14.5181528589136 22.1757452763878 17.0787430246813 15.3145419512037 14.3246116650258 14.8281057043331 15.3826268550176 15.2316445494444 15.4213799999158 17.5566541492124 15.8329870919557 15.7294276752309 14.9506698711808 13.9130751964321 14.9135852578153 16.2171371785357 15.2022743925681 15.2273600951998 16.1909929125591 16.3683828966039 18.0240729378913 18.099765867674 17.0557678244908 15.9951537697187 14.8473852610722 15.834297508236 16.4107771249671 14.3962077350703 15.7806137997619 14.0118753643789 14.5612605147098 15.950213040221 16.1262169496633 15.3927424005899 18.3222449277681 16.6226922536944 15.3858058661997 15.8730873671335 15.4037682952579 16.9911838296805 15.5547441019868 16.4901696845617 17.2110233761378 15.7055109670568 15.0077481251694
TCGA-LL-A740 12.7829019278861 7.05706085397082 3 9.88470814745291 10.5554883275044 11.7739110042323 12.8769456200893 14.5020675367458 13.0240697805704 14.3476369712085 13.830737716822 21.0295996872954 16.1967970600907 14.3495998136612 14.5169829181962 14.8339202190659 14.8350072140383 18.8461994264417 15.9954645415892 16.3270451097613 15.4460520533614 18.1147712318263 16.7278813511149 14.0061342974514 14.3763790173973 16.3088113346342 16.2016774872628 16.2645993752446 15.5564320785093 15.9694899476331 18.5021080944145 18.0924040915336 15.3429919475376 15.4648240109506 14.9883812004412 15.6183321457925 15.733206918196 13.995219997249 15.0381308516768 14.7491181050634 12.5033814766318 15.7254985945752 14.8635630886931 15.4355424582373 16.6354525114156 15.9672394343531 15.4304644528737 15.4692085420858 14.4897296019133 17.3126230652722 15.8300511436145 16.3799793316732 17.1000306611981 15.1854441051534 15.5418847198862
TCGA-A7-A425 19.5467899647348 3 3 6.78533881616735 11.0579309752424 12.3990202194544 13.5273061955544 14.7503574464424 12.7346703521338 13.9530987450202 13.4305350803083 21.5889890237458 16.3159889944461 15.0217714132645 12.8893217759572 14.5115306757493 15.0571166179665 15.1575570077798 14.8586069311131 16.8427727262923 16.4519469760239 15.7950658874957 13.3836216697925 13.862191580547 14.268596830968 15.2050196079498 14.2268953689761 15.1180429997551 15.5268979275328 16.0837363384391 17.2257632577468 17.1037611520111 17.1278793165091 15.1791617508804 14.8374885811838 15.2129872507737 16.4560373238822 13.7256333228744 15.0209674898173 13.2387767584299 14.4156223770944 15.0740549343512 15.0147156551817 14.7241766242929 16.7744914037917 15.6925670434785 15.066930805242 14.8742877759663 14.5957531055816 16.7458659935791 15.678944632115 16.0356465324572 16.0250380970758 15.2127493393035 14.9375630459011
TCGA-AN-A0XO 20.6726067089099 7.52741510516277 6.8389547691105 7.04345180025901 11.5499367959205 12.4834244121238 14.834323075319 15.2924753193177 13.0563233497244 15.3523952405242 12.7311934088661 20.167567635008 17.5632031973881 16.153669949917 14.6550499148813 15.6487618095949 14.7515651037003 15.7053809724867 15.9852035785253 17.3277309220959 15.4955175956631 16.2234939282926 15.5711588461169 13.9888563898347 15.8942929803711 16.1616417202064 14.9820479645137 15.4467402710967 16.5084778735108 17.0456312632855 17.9391229887879 20.4209309751397 16.5366676671338 16.3897658478651 14.9158528221422 15.3324775047711 15.7246064197034 14.0557587769769 15.7305349288412 14.296586098359 13.8922253693223 15.5643332488559 16.2955690105736 15.2150083112137 17.6909068608318 16.5094216558677 15.7916887379363 16.3163053587825 15.2986295237631 16.7465916939903 16.1606002481401 17.0169849720866 17.2370210515193 15.1673080797419 15.6584462580781
TCGA-AC-A3W7 19.8468835472933 3 3 7.98037648944988 10.4476497144797 12.8675917366348 15.0940727206409 15.7832565106518 15.182861628764 14.9264622722233 13.2906831084187 21.5334605442848 17.285943443352 16.0752989084651 14.4312959907176 15.7032260162568 14.7408386409147 16.1726879217251 16.4729054592018 17.2442940616166 16.2936001737608 16.7689378601484 16.0506161157845 14.4288434668362 15.4426101034864 15.9676181159379 15.9324177625405 16.8863062049892 16.3070352374515 16.7372885643648 18.0474634744599 18.1729930525069 17.8256277062827 16.3455987697249 15.2610686539884 15.97757719222 15.9750127301739 14.6887062316301 15.7344782278843 14.4101790681824 14.9684433668428 15.3146589317201 15.8094847773365 15.1271427943909 17.5871124836482 16.2299173894187 15.9605474029437 15.7008344993878 15.3739027418449 16.5394989286947 15.9528960213481 16.9242653301183 17.3525624114832 15.3107067145736 14.7987700489543
TCGA-BH-A0H5 18.9150958847909 6.92098939342474 7.17556862056092 3 10.8681973238396 12.9993548546952 13.5298349183487 15.2923157937366 14.7976975699791 15.4156406917633 14.1060193281434 20.9958976932426 16.8424759997195 15.6592436106877 14.7103246154326 15.800868603902 15.0552659018704 15.6770353513738 16.0022458833575 17.46539322839 15.6795204292699 16.475743373182 15.5440832667043 14.3476958522886 14.8084068943142 15.2863037215466 15.4228081870093 15.656412458075 16.3007541628653 16.9176716458132 17.7855230753565 18.9758273331066 17.304983856176 16.2341459987362 15.282680874407 15.8007055436315 16.567025228791 14.6188173675628 15.5382244379795 14.1838050847154 14.2039085602539 16.5005847264313 16.2052843269805 15.3242897491197 17.5467465067231 16.6544934859628 16.108030184642 16.0424651922413 15.5686759835317 16.3691014640288 16.0120428384351 16.5725409849897 17.2160228004088 15.1851548480269 15.1889503116429
TCGA-C8-A1HL 18.314837506493 3 7.68405398151864 7.33396951556991 11.3097388704167 11.4000800960786 13.0843202047467 11.7886518669777 13.4877899062568 14.3757352842317 14.5572480037681 19.4713172419821 17.0486299132776 15.7237746106588 14.6374742474867 14.7158558674688 14.9962658335923 15.9396374061329 15.9340572767589 17.3955655712302 15.2151386792431 16.5832227845763 16.3023350162289 14.2268924433851 14.7105523646758 15.8645691680276 15.0506512815001 16.3744120240723 15.8462030330175 17.0136732812143 18.7139221702913 18.7103241368776 17.1673510641767 15.9681268494902 15.1320812647465 14.8926578671897 15.9579807406394 14.6411336031461 15.3665072224375 13.4096640046279 14.2553163695369 16.1614240236602 15.6094528147086 15.1661405984681 17.5987970904556 15.7235959401358 15.5686147919065 16.0444086504631 14.9542420574786 16.5771642061335 15.7770052275533 17.3466304353116 16.8278402342107 15.6660492023187 15.0573913815938
TCGA-A2-A0YF 21.6169777743062 3 8.26095787328564 5.54319545243444 14.9586016129791 11.2498597871023 15.5002927139761 15.3265483327072 14.5704697231904 15.3374262122802 13.2134342454837 19.4826833723234 16.9172435528256 16.4748429152885 14.4832482556088 15.6361559671926 14.783128016772 16.8863289165112 16.6880619163817 18.1721028094136 15.2729356520886 17.0106511636986 16.1610246254649 14.4919900038658 15.4481771093706 16.3449431092165 16.8156467493681 16.1407963653872 16.3258618561608 16.9322580609644 17.5072571692078 18.5542685089527 17.5179485440804 16.7525606414428 15.4087600837892 16.3468691097589 17.0115507828689 14.9239184270196 16.1569638784193 14.3557875775134 14.6903630103918 16.5796204077812 16.2279874331458 15.2106663924493 18.3786138489221 16.4803547927606 16.546693848352 16.7980061398007 15.50660179911 16.7624951470286 15.4741859559613 17.0895314469478 17.7285865482044 15.4536851441932 15.609407017779
TCGA-E2-A15J 18.5392700112929 7.82393686637146 3 3 13.4121550967829 10.3004034788649 14.6983197556165 14.9728248982579 13.6034543762437 15.3652744980385 12.6965532431317 20.6568649436534 16.9507242548016 16.1747804093701 13.501114415086 14.9265794857068 15.5668590989948 15.1500803528261 15.7567725840246 16.8020381451372 16.2768145654035 15.7910135496285 15.4917030916471 13.8724451939782 15.1767697322889 15.6111976851017 15.0741284934321 15.4252624023228 16.17289226915 17.161212683476 17.4156255809743 19.9443555202681 16.3312304941106 15.8946248718611 14.8734907870448 16.0524723242414 16.9031983809357 14.2633004019179 15.5725539879967 14.0504078720457 13.7372755603075 15.7234477534753 16.0351766134225 15.4623335871114 18.2320718336744 15.9855382907601 15.6580412372368 15.9920956919516 15.1155252748334 17.0871033556539 16.2262465670846 16.6832857832011 17.3321570765574 15.422928541576 15.0027092578736
TCGA-BH-A0BW 15.2940329369889 3 3 6.74121883376285 9.43666878282258 14.7090131290014 15.4344618540731 13.627274514668 15.477014810499 14.1650154462811 12.6162241908205 19.644011549847 17.503814188751 15.8358530323523 14.8093232095972 15.8619827454147 15.3421716297937 15.3213995505387 15.4786802060906 17.0873356974741 15.1628300930464 15.6116339561246 15.7690451307681 13.9866807940638 14.9605518583092 14.4042587188412 15.0575981919724 15.4435857391887 16.4438427919396 16.90971266803 17.4623751042102 18.5804899240622 15.6798244204637 16.4130326124961 14.6681484464211 15.1740223823377 15.7603923793469 13.9535155554608 15.3063594200462 12.8214999116824 14.1986096587357 17.2265123039627 16.1622923827577 15.0760641072578 17.2783562365598 16.9685938900907 15.2616848060886 15.8983421705749 14.7926351831071 16.1543874711092 16.4103480205451 16.9320279317459 16.657921217024 15.7290457982397 15.0808244417627
TCGA-A1-A0SJ 18.5887554928013 6.91812240015297 3 8.91813931553197 12.5846099761012 15.139466048886 15.5102688831003 14.267449871396 14.8285664588332 14.4799261292503 14.140193755612 20.4571517447692 18.1628321930033 17.2191366149486 14.9712236270974 15.5757868887961 14.1799834438162 16.0923722635343 16.6475503215552 18.1926075078411 16.1340519632035 16.6383762704781 16.546916159076 14.3743631913253 14.985862710413 15.2232646573009 14.1804887333443 15.2153014214172 16.5679701150158 16.7561947671244 17.7908750857407 18.8056144681071 15.7210196155166 16.7297850585439 15.1603717343354 15.2447111599835 15.5273100160005 15.0271402036208 15.6746177462713 14.1234759774415 14.5235166715306 15.7832900528363 15.681449181073 15.5566913676231 17.3460999154619 16.3418009394601 16.0058778987312 16.9102279421849 15.5564092128731 17.1092014626456 16.0423324297656 16.5682081735194 16.7514202658338 15.1676099959438 15.0931912853015
TCGA-A2-A0EY 19.0644879683881 6.85751118097603 8.06899710417043 3 10.1520396211067 11.1812065949385 16.0154009121004 15.4584578404432 13.8486466968598 15.2199922104255 13.9867777849048 19.6532727118059 15.9827351658604 16.6065387696944 14.5679783120763 15.1919557472329 15.1119702791616 16.681068920835 16.81077745376 16.2625404775747 15.9005298435578 17.4742610800702 15.9443190942242 14.3670786597727 15.4119270886814 15.9260800766797 16.3661152439686 16.4217086224733 16.3965482905465 17.114308645099 17.38593382114 18.5532346525892 17.5617075812865 16.6664236820041 15.3192588870873 16.5632976161527 15.6835540277411 14.6724324767803 15.2226730355761 15.2365475578761 14.0459900587338 16.0965187200493 15.6413272628525 15.0247741278886 17.2527995040947 16.5336891532953 15.9441879256165 15.9113071478229 15.2437291367018 16.2180545078284 15.9424081247396 16.7601033825843 17.3797089265714 14.77504912251 16.3058538725094
TCGA-A8-A07R 10.6462723717101 17.2639643488302 3 8.93336377409902 10.6768685231116 10.4560685210321 15.8576768069327 15.4573745561058 10.8565815032533 14.5595084437169 11.3372076834307 17.4264308622728 17.4196415716312 15.8826163772286 15.0321202093671 16.836419865872 13.9276080094101 15.6441124156759 16.1089859580754 15.4476796721325 15.1031371572813 15.8777957107515 15.9795386684424 13.7527052233958 15.7072217284032 15.9882734106315 14.8123228209006 15.5039666373457 17.1464809003488 17.8858884408902 17.7750224494468 20.3935220302117 16.3919746995237 16.5864078511158 14.6213073507671 15.5625907287831 15.7984569349629 14.8896860745791 15.3071676138953 13.9853558439932 13.8827058418319 15.7087332849585 15.4739994749535 15.345437367914 16.783488270776 17.0722957684902 17.2866175974686 17.0253991967529 16.2369839744072 17.5415511037003 16.8198379552975 15.7365411038578 17.2867234712608 14.552989312623 15.9127283841116
TCGA-BH-A18G 12.0227791016866 9.33135949371761 3 3 9.90553764148783 13.8332640959744 14.9800468130394 13.1947809620904 13.0777582821321 13.3451193605003 11.9099434855217 19.8085812106582 16.7154976232613 15.0667715959816 14.3302105933764 14.6776190911499 15.1626597463452 15.5040594729605 15.3354161158315 15.517652202628 15.4893238051188 15.751495689712 14.8950416755485 14.1116883876942 14.968850486572 15.4413741537383 14.8526338448878 15.9135659913786 15.7446595653294 16.6665967530226 17.3542411647717 18.2502114984317 16.8240028434475 15.9499236545026 15.0147754915291 15.7970344667001 16.5050677612914 14.1887828126199 15.1667692342343 14.515120768566 13.8478300160281 15.7078137190525 15.5412359476998 15.6047882914736 17.4065492047352 15.5580657083484 16.2288004754975 15.7094711939421 15.1542675079617 17.4947706133638 16.08245520169 16.6104914198239 17.006186765241 14.8810440237498 15.1592604374937
